거래ID,거래일시,고객ID,고객연령,고객성별,고객지역,제품코드,제품명,카테고리,수량,단가,총금액,결제방법,할인율,마케팅채널,판매사원ID
TXN001031,2025-04-01 11:55:13,CUST0962,41,여성,의정부,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,2100000,카드,0,카페추천,EMP018
TXN001032,2025-05-01 13:50:06,CUST4210,59,남성,구리,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,신용카드,5,지인추천,EMP050
TXN001033,2025-01-29 21:55:06,CUST3006,28,남성,평택,PRD005,요가매트,스포츠용품,1,50000,45000,카드,10,헬스장추천,EMP023
TXN001034,2025-01-18 15:48:23,CUST1294,33,남성,울산,PRD006,블루투스 스피커,전자제품,1,150000,142500,카드,5,온라인광고,EMP029
TXN001035,2025-04-18 20:21:04,CUST3627,65,여성,수원,PRD002,무선이어폰 AirPods,전자제품,1,200000,150000,할부,25,TV광고,EMP017
TXN001036,2025-05-24 19:59:03,CUST1248,42,남성,고양,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,630000,현금,10,카페추천,EMP038
TXN001037,2025-03-22 20:01:56,CUST2866,54,남성,용인,PRD008,노트북 MacBook Air,전자제품,1,2100000,1995000,신용카드,5,크로스핏,EMP009
TXN001038,2025-05-13 13:03:35,CUST2554,56,여성,인천,PRD006,블루투스 스피커,전자제품,1,150000,150000,현금,0,헬스장추천,EMP003
TXN001039,2025-04-19 19:10:44,CUST3387,18,남성,서울,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,학교할인,EMP007
TXN001040,2025-04-24 19:31:26,CUST3170,60,남성,대전,PRD001,화장품 세트,뷰티,1,100000,90000,할부,10,인플루언서,EMP002
TXN001041,2025-04-28 10:37:27,CUST0948,46,남성,하남,PRD001,화장품 세트,뷰티,1,100000,85000,카드,15,쿠팡,EMP041
TXN001042,2025-04-04 15:49:19,CUST1297,58,여성,시흥,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,현금,15,온라인몰,EMP014
TXN001043,2025-06-04 10:55:30,CUST0196,28,남성,안산,PRD001,화장품 세트,뷰티,1,100000,95000,카드,5,헬스장추천,EMP004
TXN001044,2025-05-10 10:00:47,CUST1723,19,여성,구리,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,현금,15,크로스핏,EMP026
TXN001045,2025-03-22 14:04:51,CUST2474,43,여성,안산,PRD004,스마트폰 Galaxy S24,전자제품,4,700000,1959999,현금,30,카페추천,EMP009
TXN001046,2025-02-29 11:03:54,CUST3197,43,여성,대구,PRD002,무선이어폰 AirPods,전자제품,1,200000,160000,신용카드,20,유튜브,EMP048
TXN001047,2025-04-04 16:52:44,CUST3436,41,여성,대전,PRD001,화장품 세트,뷰티,4,100000,340000,현금,15,네이버블로그,EMP007
TXN001048,2025-05-04 17:53:55,CUST1649,44,여성,성남,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,신용카드,10,페이스북,EMP027
TXN001049,2025-01-21 14:53:15,CUST2265,56,여성,김포,PRD002,무선이어폰 AirPods,전자제품,3,200000,570000,신용카드,5,구글광고,EMP035
TXN001050,2025-04-01 18:52:42,CUST1494,65,여성,성남,PRD007,커피머신 Nespresso,가전제품,1,300000,300000,현금,0,크로스핏,EMP032
TXN001051,2025-05-13 21:49:09,CUST4477,26,남성,하남,PRD008,노트북 MacBook Air,전자제품,4,2100000,6300000,카드,25,인플루언서,EMP019
TXN001052,2025-05-08 10:29:23,CUST4022,61,남성,수원,PRD005,요가매트,스포츠용품,1,50000,50000,할부,0,학교할인,EMP016
TXN001053,2025-04-04 15:32:43,CUST4028,32,남성,광주,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,신용카드,0,지인추천,EMP033
TXN001054,2025-05-23 09:45:23,CUST4439,22,여성,대전,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,현금,5,카카오톡,EMP024
TXN001055,2025-02-29 11:45:55,CUST1650,56,여성,안양,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,네이버블로그,EMP022
TXN001056,2025-03-06 13:59:57,CUST0439,36,여성,시흥,PRD009,프로틴 파우더,건강식품,2,100000,180000,현금,10,네이버쇼핑,EMP021
TXN001057,2025-06-01 21:37:05,CUST3870,20,남성,김포,PRD001,화장품 세트,뷰티,1,100000,95000,현금,5,지인추천,EMP040
TXN001058,2025-03-22 21:51:39,CUST4067,21,여성,안산,PRD008,노트북 MacBook Air,전자제품,1,2100000,1890000,할부,10,네이버쇼핑,EMP009
TXN001059,2025-05-02 15:11:39,CUST4856,41,남성,부천,PRD009,프로틴 파우더,건강식품,1,100000,85000,카드,15,카카오톡,EMP008
TXN001060,2025-02-14 13:52:37,CUST2250,19,남성,광주,PRD006,블루투스 스피커,전자제품,1,150000,112500,현금,25,온라인광고,EMP013
TXN001061,2025-06-02 19:06:00,CUST0259,31,남성,서울,PRD009,프로틴 파우더,건강식품,1,100000,100000,현금,0,인스타그램,EMP028
TXN001062,2025-05-29 12:33:18,CUST3410,44,여성,울산,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1330000,카드,5,쿠팡,EMP021
TXN001063,2025-05-22 20:05:38,CUST2149,31,남성,부산,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,할부,15,네이버블로그,EMP045
TXN001064,2025-05-06 16:12:26,CUST4498,22,여성,성남,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,신용카드,0,TV광고,EMP012
TXN001065,2025-03-20 20:15:34,CUST0598,39,남성,구리,PRD003,운동화 Nike Air Max,의류/신발,2,100000,170000,현금,15,페이스북,EMP021
TXN001066,2025-05-02 09:17:28,CUST4785,59,여성,의정부,PRD001,화장품 세트,뷰티,2,100000,160000,할부,20,인스타그램,EMP012
TXN001067,2025-05-02 11:21:41,CUST3091,63,여성,대전,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1400000,현금,0,학교할인,EMP021
TXN001068,2025-05-26 19:50:18,CUST0770,40,여성,대전,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,지인추천,EMP010
TXN001069,2025-04-28 19:56:37,CUST2034,33,여성,용인,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,카드,0,지인추천,EMP030
TXN001070,2025-05-31 19:53:13,CUST2455,31,여성,안양,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,지인추천,EMP024
TXN001071,2025-01-23 18:27:28,CUST2033,41,남성,평택,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,신용카드,0,온라인몰,EMP034
TXN001072,2025-06-07 09:47:32,CUST0733,25,여성,용인,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,신용카드,5,유튜브,EMP044
TXN001073,2025-04-19 18:41:46,CUST4449,41,남성,용인,PRD003,운동화 Nike Air Max,의류/신발,1,100000,85000,신용카드,15,지인추천,EMP042
TXN001074,2025-04-18 18:02:38,CUST2025,44,남성,안산,PRD006,블루투스 스피커,전자제품,1,150000,127500,카드,15,카페추천,EMP007
TXN001075,2025-03-26 12:04:18,CUST4167,44,남성,광주,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,카카오톡,EMP014
TXN001076,2025-02-09 21:50:42,CUST0395,42,남성,부천,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,현금,10,인스타그램,EMP015
TXN001077,2025-03-16 20:50:02,CUST3465,47,남성,구리,PRD001,화장품 세트,뷰티,1,100000,95000,카드,5,구글광고,EMP039
TXN001078,2025-05-15 20:07:03,CUST1406,34,남성,울산,PRD001,화장품 세트,뷰티,3,100000,255000,카드,15,네이버블로그,EMP040
TXN001079,2025-03-08 18:39:12,CUST2696,21,남성,울산,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,페이스북,EMP025
TXN001080,2025-05-09 17:42:50,CUST2205,31,남성,서울,PRD001,화장품 세트,뷰티,1,100000,100000,현금,0,구글광고,EMP040
TXN001081,2025-04-13 15:44:05,CUST2872,31,남성,부산,PRD001,화장품 세트,뷰티,1,100000,85000,카드,15,매장방문,EMP028
TXN001082,2025-05-10 13:59:10,CUST2507,49,남성,용인,PRD006,블루투스 스피커,전자제품,2,150000,300000,할부,0,페이스북,EMP013
TXN001083,2025-03-27 14:57:57,CUST2615,26,남성,고양,PRD003,운동화 Nike Air Max,의류/신발,5,100000,500000,신용카드,0,크로스핏,EMP007
TXN001084,2025-06-02 10:03:56,CUST2682,57,남성,안산,PRD001,화장품 세트,뷰티,1,100000,85000,신용카드,15,카카오톡,EMP044
TXN001085,2025-03-23 19:02:38,CUST4505,58,여성,고양,PRD005,요가매트,스포츠용품,1,50000,40000,신용카드,20,네이버블로그,EMP030
TXN001086,2025-05-10 17:06:35,CUST1924,50,남성,시흥,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,온라인몰,EMP011
TXN001087,2025-04-13 15:04:38,CUST4565,28,남성,울산,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,쿠팡,EMP043
TXN001088,2025-03-13 15:19:04,CUST0853,32,남성,부산,PRD002,무선이어폰 AirPods,전자제품,2,200000,400000,현금,0,헬스장추천,EMP024
TXN001089,2025-03-03 20:48:32,CUST0166,36,여성,안양,PRD001,화장품 세트,뷰티,1,100000,90000,신용카드,10,TV광고,EMP007
TXN001090,2025-05-04 16:46:18,CUST4903,30,남성,용인,PRD006,블루투스 스피커,전자제품,2,150000,240000,신용카드,20,인스타그램,EMP034
TXN001091,2025-03-26 10:16:32,CUST1064,39,여성,시흥,PRD001,화장품 세트,뷰티,2,100000,200000,카드,0,네이버쇼핑,EMP046
TXN001092,2025-03-27 19:51:04,CUST3952,37,여성,대전,PRD009,프로틴 파우더,건강식품,1,100000,100000,카드,0,카카오톡,EMP023
TXN001093,2025-03-17 16:16:29,CUST2258,58,여성,성남,PRD009,프로틴 파우더,건강식품,1,100000,80000,할부,20,구글광고,EMP012
TXN001094,2025-04-16 11:31:55,CUST4798,61,여성,구리,PRD005,요가매트,스포츠용품,3,50000,135000,현금,10,인플루언서,EMP002
TXN001095,2025-04-12 13:35:45,CUST2474,64,남성,대구,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,카드,0,카페추천,EMP011
TXN001096,2025-03-06 15:28:07,CUST0516,53,여성,인천,PRD008,노트북 MacBook Air,전자제품,3,2100000,5670000,신용카드,10,유튜브,EMP035
TXN001097,2025-04-25 13:49:12,CUST1795,38,남성,대전,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,현금,0,온라인몰,EMP045
TXN001098,2025-02-15 15:13:43,CUST4286,18,남성,안산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,할부,10,온라인몰,EMP006
TXN001099,2025-06-05 17:34:03,CUST2360,23,남성,광주,PRD010,책상 IKEA,가구,1,300000,300000,신용카드,0,인플루언서,EMP006
TXN001100,2025-03-02 20:12:35,CUST2187,54,남성,안양,PRD003,운동화 Nike Air Max,의류/신발,3,100000,270000,현금,10,TV광고,EMP045
TXN001101,2025-06-04 15:58:59,CUST1716,29,남성,하남,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,할부,10,카카오톡,EMP030
TXN001102,2025-01-30 13:59:53,CUST0997,58,여성,고양,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,신용카드,0,카페추천,EMP042
TXN001103,2025-05-06 13:21:55,CUST0076,45,남성,안산,PRD005,요가매트,스포츠용품,1,50000,42500,카드,15,네이버블로그,EMP047
TXN001104,2025-02-05 14:06:28,CUST3233,64,남성,광주,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1260000,할부,10,페이스북,EMP014
TXN001105,2025-04-14 13:38:00,CUST2868,24,여성,고양,PRD001,화장품 세트,뷰티,1,100000,80000,카드,20,카페추천,EMP048
TXN001106,2025-04-28 19:14:39,CUST3636,43,여성,성남,PRD009,프로틴 파우더,건강식품,5,100000,500000,현금,0,매장방문,EMP025
TXN001107,2025-05-07 18:10:49,CUST2489,22,남성,평택,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,630000,카드,10,블로그,EMP006
TXN001108,2025-05-27 20:55:59,CUST2480,65,남성,하남,PRD008,노트북 MacBook Air,전자제품,5,2100000,9450000,할부,10,크로스핏,EMP047
TXN001109,2025-05-01 12:03:01,CUST0493,49,남성,구리,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,신용카드,0,TV광고,EMP021
TXN001110,2025-06-10 15:46:22,CUST4997,33,여성,평택,PRD006,블루투스 스피커,전자제품,5,150000,525000,신용카드,30,인플루언서,EMP025
TXN001111,2025-05-05 09:59:57,CUST1704,43,남성,인천,PRD006,블루투스 스피커,전자제품,4,150000,600000,할부,0,유튜브,EMP021
TXN001112,2025-06-01 19:17:58,CUST3636,39,여성,의정부,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,현금,15,페이스북,EMP005
TXN001113,2025-04-20 16:46:06,CUST3387,22,남성,대전,PRD001,화장품 세트,뷰티,2,100000,200000,할부,0,유튜브,EMP050
TXN001114,2025-04-17 12:06:10,CUST0414,18,여성,평택,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,할부,0,학교할인,EMP026
TXN001115,2025-01-19 15:50:38,CUST4726,20,여성,광주,PRD001,화장품 세트,뷰티,1,100000,95000,신용카드,5,쿠팡,EMP017
TXN001116,2025-05-12 17:53:41,CUST4182,26,여성,부산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,현금,5,TV광고,EMP032
TXN001117,2025-05-19 20:50:06,CUST0544,51,남성,수원,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,카드,0,카카오톡,EMP040
TXN001118,2025-03-04 20:49:56,CUST0487,32,여성,안양,PRD002,무선이어폰 AirPods,전자제품,3,200000,600000,현금,0,카카오톡,EMP037
TXN001119,2025-06-25 15:03:24,CUST1850,18,남성,성남,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,할부,0,인플루언서,EMP037
TXN001120,2025-05-10 21:34:53,CUST1180,64,남성,서울,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,신용카드,0,헬스장추천,EMP036
TXN001121,2025-04-22 10:12:35,CUST4578,51,여성,대구,PRD009,프로틴 파우더,건강식품,1,100000,95000,신용카드,5,온라인몰,EMP008
TXN001122,2025-05-21 21:19:17,CUST3942,65,여성,구리,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,할부,5,지인추천,EMP007
TXN001123,2025-03-28 11:27:52,CUST4233,31,남성,수원,PRD006,블루투스 스피커,전자제품,1,150000,142500,현금,5,카카오톡,EMP024
TXN001124,2025-02-24 11:25:02,CUST4022,20,남성,용인,PRD006,블루투스 스피커,전자제품,1,150000,112500,할부,25,크로스핏,EMP022
TXN001125,2025-03-05 21:39:12,CUST4354,64,남성,고양,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,현금,15,카페추천,EMP035
TXN001126,2025-04-26 21:37:20,CUST1980,32,남성,부산,PRD008,노트북 MacBook Air,전자제품,3,2100000,5355000,할부,15,TV광고,EMP040
TXN001127,2025-02-27 10:04:45,CUST2329,31,남성,서울,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,신용카드,0,유튜브,EMP044
TXN001128,2025-05-19 19:49:36,CUST4990,38,여성,수원,PRD001,화장품 세트,뷰티,4,100000,380000,할부,5,쿠팡,EMP009
TXN001129,2025-03-30 17:04:02,CUST2349,50,여성,부산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,할부,5,온라인몰,EMP012
TXN001130,2025-02-27 14:36:02,CUST2402,54,남성,안양,PRD002,무선이어폰 AirPods,전자제품,3,200000,540000,카드,10,쿠팡,EMP031
TXN001131,2025-03-24 09:21:06,CUST1389,37,여성,인천,PRD007,커피머신 Nespresso,가전제품,4,300000,1080000,할부,10,크로스핏,EMP050
TXN001132,2025-04-08 16:25:10,CUST2049,34,남성,부천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,신용카드,15,온라인광고,EMP024
TXN001133,2025-04-19 13:31:09,CUST0599,43,여성,부산,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,할부,5,카페추천,EMP033
TXN001134,2025-01-16 14:00:27,CUST1613,47,남성,시흥,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,네이버쇼핑,EMP038
TXN001135,2025-04-16 16:22:39,CUST1189,51,남성,용인,PRD001,화장품 세트,뷰티,2,100000,180000,현금,10,쿠팡,EMP027
TXN001136,2025-03-23 14:18:28,CUST4889,51,여성,수원,PRD002,무선이어폰 AirPods,전자제품,2,200000,360000,할부,10,지인추천,EMP036
TXN001137,2025-03-01 10:19:36,CUST1625,41,여성,구리,PRD005,요가매트,스포츠용품,3,50000,120000,카드,20,매장방문,EMP022
TXN001138,2025-04-21 15:13:50,CUST1324,19,여성,구리,PRD009,프로틴 파우더,건강식품,1,100000,75000,신용카드,25,네이버쇼핑,EMP024
TXN001139,2025-02-26 12:41:57,CUST3168,48,남성,서울,PRD006,블루투스 스피커,전자제품,2,150000,300000,카드,0,학교할인,EMP046
TXN001140,2025-05-11 20:40:39,CUST0512,37,여성,광주,PRD006,블루투스 스피커,전자제품,1,150000,135000,할부,10,네이버쇼핑,EMP004
TXN001141,2025-03-22 18:10:17,CUST0341,18,남성,안산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,카드,10,네이버쇼핑,EMP046
TXN001142,2025-03-02 13:17:37,CUST3240,52,여성,의정부,PRD010,책상 IKEA,가구,5,300000,1500000,신용카드,0,온라인몰,EMP042
TXN001143,2025-05-02 13:00:51,CUST4392,61,여성,성남,PRD003,운동화 Nike Air Max,의류/신발,1,100000,80000,카드,20,네이버블로그,EMP036
TXN001144,2025-03-26 21:27:53,CUST1979,45,남성,하남,PRD010,책상 IKEA,가구,2,300000,570000,현금,5,인플루언서,EMP049
TXN001145,2025-04-14 09:44:57,CUST4691,20,여성,대구,PRD008,노트북 MacBook Air,전자제품,2,2100000,2940000,할부,30,구글광고,EMP028
TXN001146,2025-05-22 15:59:50,CUST0814,45,남성,김포,PRD008,노트북 MacBook Air,전자제품,1,2100000,1995000,신용카드,5,카페추천,EMP020
TXN001147,2025-04-21 09:02:53,CUST1391,19,여성,안양,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,신용카드,15,인플루언서,EMP039
TXN001148,2025-05-04 15:17:54,CUST0777,25,여성,하남,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,카드,0,유튜브,EMP011
TXN001149,2025-05-07 21:57:12,CUST0868,23,여성,안산,PRD005,요가매트,스포츠용품,3,50000,135000,할부,10,TV광고,EMP020
TXN001150,2025-05-16 11:21:33,CUST2558,25,남성,부천,PRD005,요가매트,스포츠용품,1,50000,50000,신용카드,0,매장방문,EMP028
TXN001151,2025-06-23 18:35:40,CUST4950,45,여성,고양,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,신용카드,0,TV광고,EMP037
TXN001152,2025-04-25 10:32:41,CUST4759,20,남성,대전,PRD008,노트북 MacBook Air,전자제품,3,2100000,5355000,할부,15,TV광고,EMP025
TXN001153,2025-04-08 09:10:50,CUST0205,40,여성,하남,PRD002,무선이어폰 AirPods,전자제품,1,200000,180000,할부,10,쿠팡,EMP043
TXN001154,2025-01-10 14:48:16,CUST3859,58,여성,성남,PRD009,프로틴 파우더,건강식품,1,100000,100000,현금,0,크로스핏,EMP044
TXN001155,2025-05-04 16:56:14,CUST2927,57,여성,서울,PRD005,요가매트,스포츠용품,2,50000,100000,할부,0,헬스장추천,EMP033
TXN001156,2025-01-31 09:59:48,CUST3350,21,여성,광주,PRD001,화장품 세트,뷰티,2,100000,190000,신용카드,5,구글광고,EMP025
TXN001157,2025-03-21 10:54:48,CUST4035,27,여성,구리,PRD001,화장품 세트,뷰티,1,100000,80000,카드,20,인스타그램,EMP050
TXN001158,2025-05-06 10:50:50,CUST2991,61,여성,용인,PRD005,요가매트,스포츠용품,1,50000,35000,신용카드,30,온라인몰,EMP038
TXN001159,2025-05-21 17:24:35,CUST1863,38,여성,부천,PRD005,요가매트,스포츠용품,1,50000,47500,카드,5,학교할인,EMP048
TXN001160,2025-05-10 10:46:03,CUST2351,31,남성,광주,PRD001,화장품 세트,뷰티,1,100000,80000,신용카드,20,매장방문,EMP038
TXN001161,2025-04-12 18:13:05,CUST4774,64,남성,안양,PRD003,운동화 Nike Air Max,의류/신발,1,100000,75000,신용카드,25,네이버쇼핑,EMP019
TXN001162,2025-03-30 20:17:25,CUST4357,23,여성,고양,PRD006,블루투스 스피커,전자제품,3,150000,450000,현금,0,페이스북,EMP035
TXN001163,2025-01-22 18:56:32,CUST2596,48,남성,성남,PRD007,커피머신 Nespresso,가전제품,3,300000,855000,할부,5,매장방문,EMP024
TXN001164,2025-03-28 13:39:40,CUST1302,31,여성,평택,PRD002,무선이어폰 AirPods,전자제품,1,200000,150000,카드,25,TV광고,EMP037
